season,league,date_char,score1,score2,team1,team2
2016,Serie B,26-Sep-16,1,0,Perugia,SPAL
2016,Serie B,27-Sep-16,0,0,Ascoli,Cesena
2016,Serie B,30-Sep-16,1,1,Brescia,Bari
2016,Serie B,1-Oct-16,3,2,Avellino,Pro Vercelli
2016,Serie B,1-Oct-16,1,0,Benevento,Novara
2016,Serie B,1-Oct-16,1,2,Frosinone,Perugia
2016,Serie B,1-Oct-16,3,2,SPAL,Salernitana
2016,Serie B,1-Oct-16,0,3,Ternana,Hellas Verona
2016,Serie B,1-Oct-16,0,2,Trapani,Cittadella
2016,Serie B,1-Oct-16,4,1,Virtus Entella,Vicenza
2016,Serie B,2-Oct-16,0,2,Ascoli,Spezia
2016,Serie B,2-Oct-16,2,2,Cesena,Latina
2016,Serie B,3-Oct-16,1,1,Carpi,Pisa
2016,Serie B,8-Oct-16,2,3,Cittadella,Frosinone
2016,Serie B,8-Oct-16,1,0,Novara,Ascoli
2016,Serie B,9-Oct-16,1,1,Bari,Virtus Entella
2016,Serie B,9-Oct-16,2,2,Hellas Verona,Brescia
2016,Serie B,9-Oct-16,2,0,Latina,Trapani
2016,Serie B,9-Oct-16,3,0,Perugia,Avellino
2016,Serie B,9-Oct-16,0,1,Pisa,SPAL
2016,Serie B,9-Oct-16,1,0,Pro Vercelli,Ternana
2016,Serie B,9-Oct-16,2,1,Salernitana,Benevento
2016,Serie B,9-Oct-16,0,1,Spezia,Carpi
2016,Serie B,9-Oct-16,0,0,Vicenza,Cesena
2016,Serie B,14-Oct-16,1,1,Cesena,SPAL
2016,Serie B,15-Oct-16,1,4,Ascoli,Hellas Verona
2016,Serie B,15-Oct-16,1,0,Avellino,Spezia
2016,Serie B,15-Oct-16,1,1,Brescia,Salernitana
2016,Serie B,15-Oct-16,2,0,Carpi,Latina
2016,Serie B,15-Oct-16,2,0,Perugia,Cittadella
2016,Serie B,15-Oct-16,0,1,Pisa,Vicenza
2016,Serie B,15-Oct-16,3,2,Virtus Entella,Benevento
2016,Serie B,16-Oct-16,3,1,Frosinone,Bari
2016,Serie B,16-Oct-16,2,1,Pro Vercelli,Novara
2016,Serie B,17-Oct-16,2,2,Trapani,Ternana
2016,Serie B,21-Oct-16,0,1,Cittadella,Ascoli
2016,Serie B,21-Oct-16,2,0,Spezia,Brescia
2016,Serie B,22-Oct-16,3,0,Bari,Trapani
2016,Serie B,22-Oct-16,0,0,Benevento,Perugia
2016,Serie B,22-Oct-16,3,0,Hellas Verona,Pro Vercelli
2016,Serie B,22-Oct-16,1,1,Latina,Pisa
2016,Serie B,22-Oct-16,1,0,Novara,Avellino
2016,Serie B,22-Oct-16,1,1,Salernitana,Virtus Entella
2016,Serie B,22-Oct-16,3,1,SPAL,Carpi
2016,Serie B,22-Oct-16,1,1,Ternana,Cesena
2016,Serie B,22-Oct-16,1,1,Vicenza,Frosinone
2016,Serie B,24-Oct-16,1,1,Spezia,Cittadella
2016,Serie B,25-Oct-16,0,0,Ascoli,Salernitana
2016,Serie B,25-Oct-16,1,0,Avellino,Ternana
2016,Serie B,25-Oct-16,2,1,Brescia,Vicenza
2016,Serie B,25-Oct-16,0,1,Cesena,Virtus Entella
2016,Serie B,25-Oct-16,2,1,Frosinone,SPAL
2016,Serie B,25-Oct-16,1,0,Novara,Bari
2016,Serie B,25-Oct-16,0,2,Perugia,Carpi
2016,Serie B,25-Oct-16,0,0,Pisa,Hellas Verona
2016,Serie B,25-Oct-16,1,1,Pro Vercelli,Latina
2016,Serie B,25-Oct-16,1,0,Trapani,Benevento
2016,Serie B,29-Oct-16,2,0,Bari,Pro Vercelli
2016,Serie B,29-Oct-16,1,0,Benevento,Spezia
2016,Serie B,29-Oct-16,0,2,Carpi,Ascoli
2016,Serie B,29-Oct-16,2,1,Cittadella,Latina
2016,Serie B,29-Oct-16,2,1,Frosinone,Cesena
2016,Serie B,29-Oct-16,0,0,Salernitana,Pisa
2016,Serie B,29-Oct-16,4,3,Ternana,Novara
2016,Serie B,29-Oct-16,4,0,Virtus Entella,Brescia
2016,Serie B,30-Oct-16,2,0,Hellas Verona,Trapani
2016,Serie B,30-Oct-16,1,4,Vicenza,Perugia
2016,Serie B,31-Oct-16,3,0,SPAL,Avellino
2016,Serie B,4-Nov-16,3,2,Brescia,Cesena
2016,Serie B,5-Nov-16,2,0,Cittadella,Salernitana
2016,Serie B,5-Nov-16,2,1,Latina,Bari
2016,Serie B,5-Nov-16,0,1,Novara,SPAL
2016,Serie B,5-Nov-16,0,1,Pisa,Perugia
2016,Serie B,5-Nov-16,0,0,Pro Vercelli,Carpi
2016,Serie B,5-Nov-16,1,4,Spezia,Hellas Verona
2016,Serie B,5-Nov-16,0,1,Trapani,Vicenza
2016,Serie B,6-Nov-16,0,1,Avellino,Frosinone
2016,Serie B,7-Nov-16,0,1,Ternana,Benevento
2016,Serie B,12-Nov-16,3,2,SPAL,Brescia
2016,Serie B,12-Nov-16,0,1,Vicenza,Latina
2016,Serie B,13-Nov-16,1,1,Bari,Spezia
2016,Serie B,13-Nov-16,1,0,Benevento,Cittadella
2016,Serie B,13-Nov-16,1,1,Carpi,Avellino
2016,Serie B,13-Nov-16,2,0,Cesena,Pisa
2016,Serie B,13-Nov-16,3,1,Frosinone,Ascoli
2016,Serie B,13-Nov-16,0,4,Hellas Verona,Novara
2016,Serie B,13-Nov-16,1,1,Perugia,Trapani
2016,Serie B,13-Nov-16,4,2,Salernitana,Ternana
2016,Serie B,13-Nov-16,0,0,Virtus Entella,Pro Vercelli
2016,Serie B,18-Nov-16,5,1,Cittadella,Hellas Verona
2016,Serie B,19-Nov-16,1,0,Avellino,Pisa
2016,Serie B,19-Nov-16,2,0,Bari,Carpi
2016,Serie B,19-Nov-16,4,0,Benevento,Brescia
2016,Serie B,19-Nov-16,1,1,Latina,Salernitana
2016,Serie B,19-Nov-16,1,1,Pro Vercelli,Vicenza
2016,Serie B,19-Nov-16,1,0,Spezia,Cesena
2016,Serie B,19-Nov-16,3,0,Ternana,Virtus Entella
2016,Serie B,20-Nov-16,2,2,Ascoli,Perugia
2016,Serie B,20-Nov-16,1,2,Novara,Frosinone
2016,Serie B,21-Nov-16,1,1,Trapani,SPAL
2016,Serie B,25-Nov-16,1,1,Virtus Entella,Spezia
2016,Serie B,26-Nov-16,1,0,Brescia,Ascoli
2016,Serie B,26-Nov-16,2,0,Carpi,Cittadella
2016,Serie B,26-Nov-16,3,0,Cesena,Avellino
2016,Serie B,26-Nov-16,1,1,Frosinone,Ternana
2016,Serie B,26-Nov-16,0,0,Perugia,Novara
2016,Serie B,26-Nov-16,1,0,Pisa,Trapani
2016,Serie B,26-Nov-16,0,0,SPAL,Latina
2016,Serie B,26-Nov-16,0,0,Vicenza,Benevento
2016,Serie B,27-Nov-16,1,0,Hellas Verona,Bari
2016,Serie B,28-Nov-16,1,1,Salernitana,Pro Vercelli
2016,Serie B,2-Dec-16,0,1,Trapani,Carpi
2016,Serie B,3-Dec-16,1,2,Avellino,Ascoli
2016,Serie B,3-Dec-16,2,0,Bari,Salernitana
2016,Serie B,3-Dec-16,1,2,Cittadella,SPAL
2016,Serie B,3-Dec-16,1,1,Latina,Virtus Entella
2016,Serie B,3-Dec-16,2,1,Novara,Vicenza
2016,Serie B,3-Dec-16,0,0,Pro Vercelli,Pisa
2016,Serie B,3-Dec-16,0,0,Spezia,Frosinone
2016,Serie B,3-Dec-16,1,0,Ternana,Brescia
2016,Serie B,4-Dec-16,2,2,Hellas Verona,Perugia
2016,Serie B,5-Dec-16,2,1,Benevento,Cesena
2016,Serie B,9-Dec-16,0,0,Pisa,Bari
2016,Serie B,10-Dec-16,2,2,Ascoli,Latina
2016,Serie B,10-Dec-16,1,1,Avellino,Benevento
2016,Serie B,10-Dec-16,1,1,Carpi,Ternana
2016,Serie B,10-Dec-16,3,0,Cesena,Cittadella
2016,Serie B,10-Dec-16,1,3,Frosinone,Salernitana
2016,Serie B,10-Dec-16,1,0,Perugia,Pro Vercelli
2016,Serie B,10-Dec-16,2,1,SPAL,Spezia
2016,Serie B,10-Dec-16,1,0,Vicenza,Hellas Verona
2016,Serie B,10-Dec-16,2,2,Virtus Entella,Trapani
2016,Serie B,11-Dec-16,0,0,Brescia,Novara
2016,Serie B,13-Dec-16,2,1,Ascoli,Virtus Entella
2016,Serie B,16-Dec-16,1,4,Trapani,Frosinone
2016,Serie B,17-Dec-16,2,1,Bari,Avellino
2016,Serie B,17-Dec-16,1,0,Cittadella,Pisa
2016,Serie B,17-Dec-16,1,1,Latina,Brescia
2016,Serie B,17-Dec-16,3,1,Novara,Cesena
2016,Serie B,17-Dec-16,3,1,Pro Vercelli,SPAL
2016,Serie B,17-Dec-16,1,2,Salernitana,Carpi
2016,Serie B,17-Dec-16,2,1,Spezia,Perugia
2016,Serie B,17-Dec-16,1,2,Ternana,Vicenza
2016,Serie B,18-Dec-16,0,0,Benevento,Ascoli
2016,Serie B,19-Dec-16,1,0,Hellas Verona,Virtus Entella
2016,Serie B,24-Dec-16,1,1,Ascoli,Bari
2016,Serie B,24-Dec-16,3,2,Avellino,Salernitana
2016,Serie B,24-Dec-16,2,1,Brescia,Pro Vercelli
2016,Serie B,24-Dec-16,1,1,Carpi,Hellas Verona
2016,Serie B,24-Dec-16,3,1,Cesena,Trapani
2016,Serie B,24-Dec-16,3,2,Frosinone,Benevento
2016,Serie B,24-Dec-16,1,1,Perugia,Latina
2016,Serie B,24-Dec-16,0,0,Pisa,Spezia
2016,Serie B,24-Dec-16,4,0,SPAL,Ternana
2016,Serie B,24-Dec-16,2,0,Vicenza,Cittadella
2016,Serie B,24-Dec-16,4,1,Virtus Entella,Novara
2016,Serie B,28-Dec-16,0,0,Spezia,Vicenza
2016,Serie B,29-Dec-16,1,1,Bari,SPAL
2016,Serie B,30-Dec-16,1,0,Benevento,Pisa
2016,Serie B,30-Dec-16,2,1,Cittadella,Virtus Entella
2016,Serie B,30-Dec-16,3,0,Hellas Verona,Cesena
2016,Serie B,30-Dec-16,0,0,Latina,Avellino
2016,Serie B,30-Dec-16,2,1,Novara,Carpi
2016,Serie B,30-Dec-16,2,0,Pro Vercelli,Frosinone
2016,Serie B,30-Dec-16,2,1,Salernitana,Perugia
2016,Serie B,30-Dec-16,0,1,Ternana,Ascoli
2016,Serie B,30-Dec-16,0,0,Trapani,Brescia
2016,Serie B,21-Jan-17,0,2,Brescia,Avellino
2016,Serie B,21-Jan-17,0,0,Carpi,Vicenza
2016,Serie B,21-Jan-17,2,0,Cittadella,Bari
2016,Serie B,21-Jan-17,2,0,Latina,Hellas Verona
2016,Serie B,21-Jan-17,1,0,Pisa,Ternana
2016,Serie B,21-Jan-17,2,0,SPAL,Benevento
2016,Serie B,21-Jan-17,2,1,Trapani,Novara
2016,Serie B,21-Jan-17,2,1,Virtus Entella,Frosinone
2016,Serie B,22-Jan-17,1,0,Salernitana,Spezia
2016,Serie B,23-Jan-17,3,3,Perugia,Cesena
2016,Serie B,27-Jan-17,1,0,Frosinone,Brescia
2016,Serie B,28-Jan-17,2,2,Avellino,Virtus Entella
2016,Serie B,28-Jan-17,0,0,Bari,Perugia
2016,Serie B,28-Jan-17,3,0,Benevento,Carpi
2016,Serie B,28-Jan-17,2,2,Cesena,Ascoli
2016,Serie B,28-Jan-17,1,1,Novara,Pisa
2016,Serie B,28-Jan-17,1,3,Pro Vercelli,Trapani
2016,Serie B,28-Jan-17,1,0,Ternana,Cittadella
2016,Serie B,28-Jan-17,1,1,Vicenza,SPAL
2016,Serie B,29-Jan-17,2,0,Hellas Verona,Salernitana
2016,Serie B,30-Jan-17,3,2,Spezia,Latina
2016,Serie B,3-Feb-17,2,2,Hellas Verona,Benevento
2016,Serie B,4-Feb-17,2,1,Bari,Vicenza
2016,Serie B,4-Feb-17,0,0,Cittadella,Pro Vercelli
2016,Serie B,4-Feb-17,0,1,Latina,Frosinone
2016,Serie B,4-Feb-17,3,2,Perugia,Brescia
2016,Serie B,4-Feb-17,1,1,Pisa,Virtus Entella
2016,Serie B,4-Feb-17,0,0,Salernitana,Novara
2016,Serie B,4-Feb-17,1,1,SPAL,Ascoli
2016,Serie B,4-Feb-17,2,0,Spezia,Ternana
2016,Serie B,5-Feb-17,1,2,Carpi,Cesena
2016,Serie B,6-Feb-17,0,0,Trapani,Avellino
2016,Serie B,10-Feb-17,0,1,Vicenza,Salernitana
2016,Serie B,11-Feb-17,2,2,Ascoli,Trapani
2016,Serie B,11-Feb-17,2,0,Avellino,Hellas Verona
2016,Serie B,11-Feb-17,2,1,Benevento,Latina
2016,Serie B,11-Feb-17,1,1,Brescia,Pisa
2016,Serie B,11-Feb-17,1,1,Cesena,Bari
2016,Serie B,11-Feb-17,1,0,Frosinone,Carpi
2016,Serie B,11-Feb-17,1,1,Novara,Cittadella
2016,Serie B,11-Feb-17,0,2,Pro Vercelli,Spezia
2016,Serie B,11-Feb-17,0,3,Virtus Entella,SPAL
2016,Serie B,12-Feb-17,0,1,Ternana,Perugia
2016,Serie B,14-Feb-17,3,1,Ascoli,Pro Vercelli
2016,Serie B,17-Feb-17,0,1,Latina,Novara
2016,Serie B,18-Feb-17,3,1,Bari,Ternana
2016,Serie B,18-Feb-17,2,1,Carpi,Brescia
2016,Serie B,18-Feb-17,1,3,Cittadella,Avellino
2016,Serie B,18-Feb-17,0,0,Perugia,Virtus Entella
2016,Serie B,18-Feb-17,0,1,Pro Vercelli,Benevento
2016,Serie B,18-Feb-17,1,1,Salernitana,Cesena
2016,Serie B,18-Feb-17,2,2,Spezia,Trapani
2016,Serie B,18-Feb-17,1,1,Vicenza,Ascoli
2016,Serie B,19-Feb-17,0,0,Pisa,Frosinone
2016,Serie B,20-Feb-17,0,0,Hellas Verona,SPAL
2016,Serie B,24-Feb-17,3,4,Benevento,Bari
2016,Serie B,24-Feb-17,4,1,Brescia,Cittadella
2016,Serie B,25-Feb-17,2,4,Ascoli,Pisa
2016,Serie B,25-Feb-17,3,1,Avellino,Vicenza
2016,Serie B,25-Feb-17,1,2,Cesena,Pro Vercelli
2016,Serie B,25-Feb-17,1,0,Frosinone,Hellas Verona
2016,Serie B,25-Feb-17,2,1,Novara,Spezia
2016,Serie B,25-Feb-17,2,0,SPAL,Perugia
2016,Serie B,25-Feb-17,0,1,Ternana,Latina
2016,Serie B,25-Feb-17,1,0,Trapani,Salernitana
2016,Serie B,25-Feb-17,2,0,Virtus Entella,Carpi
2016,Serie B,27-Feb-17,2,0,Bari,Brescia
2016,Serie B,28-Feb-17,3,2,Cittadella,Trapani
2016,Serie B,28-Feb-17,2,0,Hellas Verona,Ternana
2016,Serie B,28-Feb-17,1,1,Latina,Cesena
2016,Serie B,28-Feb-17,1,0,Novara,Benevento
2016,Serie B,28-Feb-17,1,1,Perugia,Frosinone
2016,Serie B,28-Feb-17,0,0,Pisa,Carpi
2016,Serie B,28-Feb-17,1,1,Pro Vercelli,Avellino
2016,Serie B,28-Feb-17,1,2,Salernitana,SPAL
2016,Serie B,28-Feb-17,2,1,Spezia,Ascoli
2016,Serie B,28-Feb-17,2,2,Vicenza,Virtus Entella
2016,Serie B,4-Mar-17,1,2,Ascoli,Novara
2016,Serie B,4-Mar-17,0,5,Avellino,Perugia
2016,Serie B,4-Mar-17,1,0,Carpi,Spezia
2016,Serie B,4-Mar-17,1,1,Cesena,Vicenza
2016,Serie B,4-Mar-17,1,1,SPAL,Pisa
2016,Serie B,4-Mar-17,1,2,Ternana,Pro Vercelli
2016,Serie B,4-Mar-17,1,1,Trapani,Latina
2016,Serie B,4-Mar-17,2,0,Virtus Entella,Bari
2016,Serie B,5-Mar-17,1,1,Benevento,Salernitana
2016,Serie B,5-Mar-17,0,1,Brescia,Hellas Verona
2016,Serie B,6-Mar-17,1,1,Frosinone,Cittadella
2016,Serie B,11-Mar-17,1,0,Bari,Frosinone
2016,Serie B,11-Mar-17,0,0,Benevento,Virtus Entella
2016,Serie B,11-Mar-17,1,1,Cittadella,Perugia
2016,Serie B,11-Mar-17,0,1,Latina,Carpi
2016,Serie B,11-Mar-17,2,0,Salernitana,Brescia
2016,Serie B,11-Mar-17,2,0,SPAL,Cesena
2016,Serie B,11-Mar-17,2,1,Spezia,Avellino
2016,Serie B,12-Mar-17,0,0,Novara,Pro Vercelli
2016,Serie B,12-Mar-17,2,1,Ternana,Trapani
2016,Serie B,12-Mar-17,2,1,Vicenza,Pisa
2016,Serie B,13-Mar-17,0,0,Hellas Verona,Ascoli
2016,Serie B,17-Mar-17,3,1,Perugia,Benevento
2016,Serie B,18-Mar-17,2,1,Ascoli,Cittadella
2016,Serie B,18-Mar-17,1,1,Avellino,Novara
2016,Serie B,18-Mar-17,1,1,Brescia,Spezia
2016,Serie B,18-Mar-17,1,4,Carpi,SPAL
2016,Serie B,18-Mar-17,3,1,Frosinone,Vicenza
2016,Serie B,18-Mar-17,1,1,Pisa,Latina
2016,Serie B,18-Mar-17,1,1,Pro Vercelli,Hellas Verona
2016,Serie B,18-Mar-17,4,0,Trapani,Bari
2016,Serie B,19-Mar-17,1,0,Cesena,Ternana
2016,Serie B,20-Mar-17,0,1,Virtus Entella,Salernitana
2016,Serie B,25-Mar-17,1,3,Benevento,Trapani
2016,Serie B,25-Mar-17,1,0,Cittadella,Spezia
2016,Serie B,26-Mar-17,0,0,Bari,Novara
2016,Serie B,26-Mar-17,0,0,Carpi,Perugia
2016,Serie B,26-Mar-17,1,1,Hellas Verona,Pisa
2016,Serie B,26-Mar-17,0,0,Latina,Pro Vercelli
2016,Serie B,26-Mar-17,2,0,Salernitana,Ascoli
2016,Serie B,26-Mar-17,0,2,SPAL,Frosinone
2016,Serie B,26-Mar-17,4,1,Ternana,Avellino
2016,Serie B,26-Mar-17,1,1,Vicenza,Brescia
2016,Serie B,26-Mar-17,2,1,Virtus Entella,Cesena
2016,Serie B,31-Mar-17,1,0,Avellino,SPAL
2016,Serie B,31-Mar-17,1,1,Cesena,Frosinone
2016,Serie B,1-Apr-17,1,2,Ascoli,Carpi
2016,Serie B,1-Apr-17,2,2,Brescia,Virtus Entella
2016,Serie B,1-Apr-17,0,2,Latina,Cittadella
2016,Serie B,1-Apr-17,1,2,Novara,Ternana
2016,Serie B,1-Apr-17,1,0,Perugia,Vicenza
2016,Serie B,1-Apr-17,0,1,Pisa,Salernitana
2016,Serie B,1-Apr-17,1,0,Pro Vercelli,Bari
2016,Serie B,1-Apr-17,1,3,Spezia,Benevento
2016,Serie B,1-Apr-17,0,2,Trapani,Hellas Verona
2016,Serie B,3-Apr-17,1,1,Frosinone,Avellino
2016,Serie B,4-Apr-17,2,0,Bari,Latina
2016,Serie B,4-Apr-17,2,1,Benevento,Ternana
2016,Serie B,4-Apr-17,0,0,Carpi,Pro Vercelli
2016,Serie B,4-Apr-17,1,1,Cesena,Brescia
2016,Serie B,4-Apr-17,0,1,Hellas Verona,Spezia
2016,Serie B,4-Apr-17,2,2,Perugia,Pisa
2016,Serie B,4-Apr-17,0,0,Salernitana,Cittadella
2016,Serie B,4-Apr-17,2,0,SPAL,Novara
2016,Serie B,4-Apr-17,0,1,Vicenza,Trapani
2016,Serie B,4-Apr-17,2,1,Virtus Entella,Ascoli
2016,Serie B,8-Apr-17,1,1,Ascoli,Frosinone
2016,Serie B,8-Apr-17,1,0,Avellino,Carpi
2016,Serie B,8-Apr-17,1,0,Cittadella,Benevento
2016,Serie B,8-Apr-17,0,1,Latina,Vicenza
2016,Serie B,8-Apr-17,0,1,Pisa,Cesena
2016,Serie B,8-Apr-17,1,0,Pro Vercelli,Virtus Entella
2016,Serie B,8-Apr-17,1,0,Spezia,Bari
2016,Serie B,8-Apr-17,1,0,Ternana,Salernitana
2016,Serie B,8-Apr-17,3,0,Trapani,Perugia
2016,Serie B,9-Apr-17,1,3,Brescia,SPAL
2016,Serie B,10-Apr-17,2,2,Novara,Hellas Verona
2016,Serie B,17-Apr-17,1,0,Brescia,Benevento
2016,Serie B,17-Apr-17,2,0,Carpi,Bari
2016,Serie B,17-Apr-17,1,0,Cesena,Spezia
2016,Serie B,17-Apr-17,2,3,Frosinone,Novara
2016,Serie B,17-Apr-17,2,0,Hellas Verona,Cittadella
2016,Serie B,17-Apr-17,0,0,Perugia,Ascoli
2016,Serie B,17-Apr-17,0,1,Pisa,Avellino
2016,Serie B,17-Apr-17,2,1,Salernitana,Latina
2016,Serie B,17-Apr-17,2,1,SPAL,Trapani
2016,Serie B,17-Apr-17,0,1,Vicenza,Pro Vercelli
2016,Serie B,17-Apr-17,1,1,Virtus Entella,Ternana
2016,Serie B,21-Apr-17,0,0,Benevento,Vicenza
2016,Serie B,21-Apr-17,0,1,Novara,Perugia
2016,Serie B,22-Apr-17,0,0,Ascoli,Brescia
2016,Serie B,22-Apr-17,1,1,Avellino,Cesena
2016,Serie B,22-Apr-17,0,2,Bari,Hellas Verona
2016,Serie B,22-Apr-17,4,1,Cittadella,Carpi
2016,Serie B,22-Apr-17,1,2,Latina,SPAL
2016,Serie B,22-Apr-17,0,0,Pro Vercelli,Salernitana
2016,Serie B,22-Apr-17,2,0,Spezia,Virtus Entella
2016,Serie B,22-Apr-17,2,0,Ternana,Frosinone
2016,Serie B,22-Apr-17,1,0,Trapani,Pisa
2016,Serie B,24-Apr-17,3,1,Vicenza,Novara
2016,Serie B,25-Apr-17,2,0,Ascoli,Avellino
2016,Serie B,25-Apr-17,2,1,Brescia,Ternana
2016,Serie B,25-Apr-17,2,1,Carpi,Trapani
2016,Serie B,25-Apr-17,4,1,Cesena,Benevento
2016,Serie B,25-Apr-17,2,0,Frosinone,Spezia
2016,Serie B,25-Apr-17,1,1,Perugia,Hellas Verona
2016,Serie B,25-Apr-17,1,1,Pisa,Pro Vercelli
2016,Serie B,25-Apr-17,0,0,Salernitana,Bari
2016,Serie B,25-Apr-17,2,1,SPAL,Cittadella
2016,Serie B,25-Apr-17,0,1,Virtus Entella,Latina
2016,Serie B,29-Apr-17,0,0,Bari,Pisa
2016,Serie B,29-Apr-17,2,3,Cittadella,Cesena
2016,Serie B,29-Apr-17,0,0,Latina,Ascoli
2016,Serie B,29-Apr-17,0,1,Pro Vercelli,Perugia
2016,Serie B,29-Apr-17,0,0,Spezia,SPAL
2016,Serie B,29-Apr-17,0,0,Ternana,Carpi
2016,Serie B,29-Apr-17,2,0,Trapani,Virtus Entella
2016,Serie B,30-Apr-17,2,3,Novara,Brescia
2016,Serie B,1-May-17,2,1,Benevento,Avellino
2016,Serie B,1-May-17,3,2,Hellas Verona,Vicenza
2016,Serie B,1-May-17,1,3,Salernitana,Frosinone
2016,Serie B,5-May-17,0,0,Perugia,Spezia
2016,Serie B,6-May-17,1,1,Ascoli,Benevento
2016,Serie B,6-May-17,1,1,Avellino,Bari
2016,Serie B,6-May-17,1,1,Brescia,Latina
2016,Serie B,6-May-17,2,0,Carpi,Salernitana
2016,Serie B,6-May-17,0,1,Cesena,Novara
2016,Serie B,6-May-17,1,0,Frosinone,Trapani
2016,Serie B,6-May-17,0,1,Vicenza,Ternana
2016,Serie B,6-May-17,1,2,Virtus Entella,Hellas Verona
2016,Serie B,7-May-17,0,0,SPAL,Pro Vercelli
2016,Serie B,8-May-17,1,4,Pisa,Cittadella
2016,Serie B,13-May-17,2,1,Benevento,Frosinone
2016,Serie B,13-May-17,2,0,Cittadella,Vicenza
2016,Serie B,13-May-17,1,1,Hellas Verona,Carpi
2016,Serie B,13-May-17,2,2,Latina,Perugia
2016,Serie B,13-May-17,2,0,Novara,Virtus Entella
2016,Serie B,13-May-17,2,2,Pro Vercelli,Brescia
2016,Serie B,13-May-17,2,0,Salernitana,Avellino
2016,Serie B,13-May-17,0,0,Spezia,Pisa
2016,Serie B,13-May-17,2,1,Ternana,SPAL
2016,Serie B,13-May-17,1,2,Trapani,Cesena
2016,Serie B,14-May-17,0,1,Bari,Ascoli
2016,Serie B,18-May-17,1,2,Ascoli,Ternana
2016,Serie B,18-May-17,2,1,Avellino,Latina
2016,Serie B,18-May-17,2,1,Brescia,Trapani
2016,Serie B,18-May-17,2,0,Carpi,Novara
2016,Serie B,18-May-17,0,0,Cesena,Hellas Verona
2016,Serie B,18-May-17,2,1,Frosinone,Pro Vercelli
2016,Serie B,18-May-17,3,2,Perugia,Salernitana
2016,Serie B,18-May-17,0,3,Pisa,Benevento
2016,Serie B,18-May-17,2,1,SPAL,Bari
2016,Serie B,18-May-17,0,1,Vicenza,Spezia
2016,Serie B,18-May-17,4,1,Virtus Entella,Cittadella
