"gameid","date","outcome","team1","team2","gf.ga","xg_gf.ga","xg_gf.ga_1","spi","manexp","mangoals","leagueadv"
"17033_Juventus_Fiorentina",2016-08-20,"win1","Juventus","Fiorentina",6.16666666666667,NA,NA,1.1965601965602,1.74285714285714,1.16581392920539,1.77566702963761
"17033_Roma_Udinese",2016-08-20,"win1","Roma","Udinese",4.8719723183391,2.76142131979695,3.6304347826087,1.34323254139669,1.28695652173913,1.73080269110312,1.80107875717244
"17034_Atalanta_Lazio",2016-08-21,"win2","Atalanta","Lazio",1.86428571428571,4.78436657681941,4.60526315789474,0.810969350344625,5.5,0.761795166858458,1.78615363321799
"17034_Bologna_Crotone",2016-08-21,"win1","Bologna","Crotone",1.96195796754456,2.53102746693795,3.20750988142293,1.09751203852327,1.67032967032967,1.55372807017544,1.79244844290657
"17034_Chievo Verona_Inter Milan",2016-08-21,"win1","Chievo Verona","Inter Milan",1.52116402116402,2.56502636203866,2.94856278366112,0.756228008444757,2.2,0.604118104118104,1.80507128027682
"17034_Empoli_Sampdoria",2016-08-21,"win2","Empoli","Sampdoria",2.08421052631579,2.43058648849295,2.43793103448276,1.00202914591404,0,0,1.79660671383544
"17034_Genoa_Cagliari",2016-08-21,"win1","Genoa","Cagliari",2.57784250703094,2.05472038484666,2.09435707678076,0.992607873474299,0.411290322580645,1.2238452427951,1.80704111797904
"17034_Milan_Torino",2016-08-21,"win1","Milan","Torino",1.41414141414141,2.13757165190203,2.17451298701299,1.08851254193961,1.01063829787234,1.53918128654971,1.80899364815449
"17034_Palermo_Sassuolo",2016-08-21,"win2","Palermo","Sassuolo",0.666666666666667,1.8640625,1.82441371016236,0.874727120067171,0.926229508196721,1.07964601769912,1.80058950784208
"17034_Pescara_Napoli",2016-08-21,"tie","Pescara","Napoli",0.648518536114146,1.61087454962332,1.55046318868844,0.685008723661253,0.205882352941176,1.51785714285714,1.79634452160494
"17040_Lazio_Juventus",2016-08-27,"win2","Lazio","Juventus",0.512585812356979,1.4401966138722,1.35755102040816,0.818697910375649,0.176470588235294,2.06060606060606,1.78805689933809
"17040_Napoli_Milan",2016-08-27,"win1","Napoli","Milan",4.08333333333333,1.34465408805031,1.27802859292701,1.09833407047029,1.72916666666667,1.0294796206101,1.79621614480116
"17041_Cagliari_Roma",2016-08-28,"tie","Cagliari","Roma",0.728907962867939,1.40380210719194,1.34307854878478,0.742356937548994,0.416949152542373,1.06594399277326,1.79204478213742
"17041_Crotone_Genoa",2016-08-28,"win2","Crotone","Genoa",2.51711574507966,1.33552894211577,1.27253284448518,0.833615150490362,1.93877551020408,1.54736842105263,1.77373966942149
"17041_Fiorentina_Chievo Verona",2016-08-28,"win1","Fiorentina","Chievo Verona",3.1875,1.20953206239168,1.16944593867671,1.2566757493188,0.442148760330579,1.84784251342215,1.77979855371901
"17041_Inter Milan_Palermo",2016-08-28,"tie","Inter Milan","Palermo",4.83333333333333,1.21020374358125,1.14680050188206,1.38440166699742,0.955357142857143,3.28650386895789,1.77777777777778
"17041_Sampdoria_Atalanta",2016-08-28,"win1","Sampdoria","Atalanta",2.15428571428571,1.25931254996003,1.22889214250854,0.993391677085194,0.46039603960396,0.992933947772657,1.78180217440265
"17041_Sassuolo_Pescara",2016-08-28,"win2","Sassuolo","Pescara",2.37903225806452,1.27241753136131,1.23122765196663,1.19682726204465,3.47058823529412,0.96045197740113,1.75785885620502
"17041_Torino_Bologna",2016-08-28,"win1","Torino","Bologna",1.84615384615385,1.25708442886357,1.19334672918062,1.14415067004708,0.61437908496732,1.4607201309329,1.7797713607754
"17041_Udinese_Empoli",2016-08-28,"win1","Udinese","Empoli",1.03571428571429,1.36270087397801,1.28797057550844,1.01060405226283,Inf,1.53478260869565,1.79175631925034
"17054_Juventus_Sassuolo",2016-09-10,"win1","Juventus","Sassuolo",2,1.35604515163879,1.24953902888752,1.39353325515162,1.49593495934959,1.40249360613811,1.80172064321427
"17054_Palermo_Napoli",2016-09-10,"win2","Palermo","Napoli",0,1.42890932982917,1.32863103516789,0.670520999468368,0.216374269005848,1.61994984675397,1.77777777777778
"17055_Atalanta_Torino",2016-09-11,"win1","Atalanta","Torino",1.125,1.32078421938898,1.25304315750646,0.846013667425968,2.09473684210526,1.57868550674163,1.78172182044336
"17055_Bologna_Cagliari",2016-09-11,"win1","Bologna","Cagliari",3,1.34918414918415,1.28586781300376,0.916072980017376,1.224,1.19281045751634,1.78565275276059
"17055_Chievo Verona_Lazio",2016-09-11,"tie","Chievo Verona","Lazio",1.5,1.3498712061821,1.27921743607345,0.831388390185518,6.56756756756757,0.5741980266746,1.78366933224176
"17055_Milan_Udinese",2016-09-11,"win2","Milan","Udinese",1.5,1.34564700799309,1.28144108411833,1.249164500557,0.415584415584416,1.62137875536481,1.77582041180694
"17055_Pescara_Inter Milan",2016-09-11,"win2","Pescara","Inter Milan",1,1.34437295643919,1.30361484843573,0.754378409417169,0.324324324324324,0.816951566951567,1.76610110803324
"17055_Roma_Sampdoria",2016-09-11,"win1","Roma","Sampdoria",4,1.29498321153466,1.25741974560872,1.36137461965277,3.12631578947368,1.92286853206393,1.76808699300166
"17056_Empoli_Crotone",2016-09-12,"win1","Empoli","Crotone",0,1.32787040545661,1.30319460726846,1.09926393270242,0.0108695652173913,0,1.77197279299035
"17060_Sampdoria_Milan",2016-09-16,"win2","Sampdoria","Milan",4,1.33336410635155,1.30221586847748,0.848091718207874,0.969072164948454,0.707186430590686,1.76427693761815
"17061_Lazio_Pescara",2016-09-17,"win1","Lazio","Pescara",0,1.323136617939,1.30658263305322,1.28317901234568,0.971428571428571,2.01845444059977,1.78164461247637
"17061_Napoli_Bologna",2016-09-17,"win1","Napoli","Bologna",10,1.37947853848883,1.3530133624216,1.45941375422773,1.08441558441558,1.49776879362295,1.79130062440888
"17062_Cagliari_Atalanta",2016-09-18,"win1","Cagliari","Atalanta",2,1.40313588850174,1.3694336068882,1.001404001404,0.610837438423645,1.47416297202263,1.80876242818357
"17062_Crotone_Palermo",2016-09-18,"tie","Crotone","Palermo",0.333333333333333,1.42025143248097,1.35613392623594,0.98473597359736,2.66666666666667,0.855263157894737,1.80675493337831
"17062_Fiorentina_Roma",2016-09-18,"win1","Fiorentina","Roma",1,1.40578265204387,1.34157787924911,0.903501843075303,0.364864864864865,1.24461873638344,1.81257847491614
"17062_Inter Milan_Juventus",2016-09-18,"win1","Inter Milan","Juventus",1,1.40064935064935,1.3232125367287,0.844305622296973,0.574468085106383,1.8479602791197,1.8163820328499
"17062_Sassuolo_Genoa",2016-09-18,"win1","Sassuolo","Genoa",0,1.40189498618239,1.31981446241675,0.977347340774787,2.38,1.46145414687614,1.82804416683382
"17062_Torino_Empoli",2016-09-18,"tie","Torino","Empoli",5,1.41387265456783,1.31679432948439,1.24092916106738,95,1.52631578947368,1.82804416683382
"17062_Udinese_Chievo Verona",2016-09-18,"win2","Udinese","Chievo Verona",2,1.41455238095238,1.3191249436175,0.980500894454383,0.950617283950617,1.58911301464493,1.81814776274714
"17064_Milan_Lazio",2016-09-20,"win1","Milan","Lazio",0.8,1.36012141360121,1.26435432230523,0.978264062270524,2.55263157894737,0.732204221894943,1.82976529078506
"17065_Atalanta_Palermo",2016-09-21,"win2","Atalanta","Palermo",1,1.36935028248588,1.26018776436604,1.14470443349754,5.40540540540541,1.07172413793103,1.82192064690821
"17065_Bologna_Sampdoria",2016-09-21,"win1","Bologna","Sampdoria",2,1.36067501210319,1.26418529382017,0.958191279382738,1.60416666666667,1.54793521085656,1.8335252076848
"17065_Chievo Verona_Sassuolo",2016-09-21,"win1","Chievo Verona","Sassuolo",3,1.37252221462748,1.26217935971366,0.957879088206145,1.96774193548387,1.03619331488184,1.83727285649437
"17065_Empoli_Inter Milan",2016-09-21,"win2","Empoli","Inter Milan",1.5,1.36745935778584,1.24997551180331,0.73241012729053,0.0178571428571429,0.474576271186441,1.82163656284523
"17065_Genoa_Napoli",2016-09-21,"tie","Genoa","Napoli",1.8,1.33043252370438,1.22642945485682,0.772662798194713,0.302325581395349,1.30964467005076,1.82163656284523
"17065_Juventus_Cagliari",2016-09-21,"win1","Juventus","Cagliari",6.25,1.32116415624202,1.21556441888508,1.41535027472527,1.46825396825397,1.46139251834616,1.84473156605035
"17065_Pescara_Torino",2016-09-21,"tie","Pescara","Torino",1.25,1.37551721942835,1.25919423396784,0.781747269890796,0.385416666666667,1.60254372019078,1.84473156605035
"17065_Roma_Crotone",2016-09-21,"win1","Roma","Crotone",7,1.37814014984575,1.26482357220808,1.59224936815501,3.20430107526882,1.93122779313068,1.86797204959061
"17065_Udinese_Fiorentina",2016-09-21,"tie","Udinese","Fiorentina",2,1.40585825989823,1.26952881446513,0.765372873964239,2.18867924528302,1.02946311654299,1.86371770772761
"17068_Napoli_Chievo Verona",2016-09-24,"win1","Napoli","Chievo Verona",2.33333333333333,1.40019344698344,1.27138488422892,1.33356317876228,0.688524590163934,1.58107293550332,1.87532962797679
"17068_Palermo_Juventus",2016-09-24,"win2","Palermo","Juventus",0,1.41434048161016,1.27532982667931,0.591985645933014,0.201058201058201,1.22097662929888,1.86739173369721
"17069_Fiorentina_Milan",2016-09-25,"tie","Fiorentina","Milan",1.66666666666667,1.38201787696442,1.24506924045321,1.00978212538906,1.11224489795918,1.21126401630989,1.86739173369721
"17069_Genoa_Pescara",2016-09-25,"tie","Genoa","Pescara",2,1.38665585543843,1.25339854111406,1.19274466812836,1.47222222222222,1.03884572697003,1.86527450621064
"17069_Inter Milan_Bologna",2016-09-25,"tie","Inter Milan","Bologna",6,1.3784892332232,1.24699926512615,1.33934154864815,0.703225806451613,2.65503425850656,1.86316740550838
"17069_Lazio_Empoli",2016-09-25,"win1","Lazio","Empoli",1.5,1.39004779308406,1.26816455184676,1.32446808510638,17.5,2.94285714285714,1.8747040182307
"17069_Sassuolo_Udinese",2016-09-25,"win1","Sassuolo","Udinese",2.5,1.39900083263947,1.2704911529001,1.13208606173994,0.517241379310345,1.33846153846154,1.88048567715288
"17069_Torino_Roma",2016-09-25,"win1","Torino","Roma",3.75,1.4032967032967,1.27025336252737,0.838896189224705,0.323232323232323,1.05551470588235,1.88990138504155
"17070_Cagliari_Sampdoria",2016-09-26,"win1","Cagliari","Sampdoria",3.33333333333333,1.3838410456414,1.2369770379728,1.03252329618125,1.28865979381443,1.68278651685393,1.89351475884471
"17070_Crotone_Atalanta",2016-09-26,"win2","Crotone","Atalanta",2.5,1.38263348885433,1.232806555458,0.854489164086687,0.475490196078431,1.30571163336102,1.87558457294032
"17075_Pescara_Chievo Verona",2016-10-01,"win2","Pescara","Chievo Verona",1.2,1.35610516262002,1.22176841501863,0.878546712802768,0.155102040816327,1.71385742838108,1.86001962301339
"17075_Udinese_Lazio",2016-10-01,"win2","Udinese","Lazio",1.2,1.32952315541601,1.2031523642732,0.789761799082705,5.97435897435897,0.713366033108522,1.83703298954989
"17076_Atalanta_Napoli",2016-10-02,"win1","Atalanta","Napoli",0.666666666666667,1.30322949414118,1.19656829100892,0.722956499422559,1.16184971098266,1.46798999924237,1.84263796871798
"17076_Bologna_Genoa",2016-10-02,"win2","Bologna","Genoa",1.66666666666667,1.30214810627473,1.18961091596866,0.926965342349958,3.03921568627451,1.59509116409537,1.83504729514295
"17076_Cagliari_Crotone",2016-10-02,"win1","Cagliari","Crotone",12.25,1.28762991833705,1.17952472874925,1.24324324324324,1.34042553191489,1.71148459383753,1.83864671713323
"17076_Empoli_Juventus",2016-10-02,"win2","Empoli","Juventus",0.666666666666667,1.28296465222349,1.16983846707213,0.590269636576788,0.0157894736842105,0.455635491606715,1.81615583742122
"17076_Milan_Sassuolo",2016-10-02,"win1","Milan","Sassuolo",2.5,1.23386955761497,1.12921454134489,1.11370021484052,0.784,1.30842659644503,1.81592058298632
"17076_Roma_Inter Milan",2016-10-02,"win1","Roma","Inter Milan",2.75,1.23347998803981,1.12813525732334,1.04309987567344,2.64601769911504,0.841600854388578,1.8194890742196
"17076_Sampdoria_Palermo",2016-10-02,"tie","Sampdoria","Palermo",1,1.23463359450287,1.12716692932477,1.12587556654306,2.5,0.664406779661017,1.81758429084233
"17076_Torino_Fiorentina",2016-10-02,"win1","Torino","Fiorentina",3.55555555555556,1.24430427024111,1.14347590687602,0.95364920541495,0.906542056074766,1.02036082474227,1.82113661871238
"17089_Juventus_Udinese",2016-10-15,"win1","Juventus","Udinese",18,1.23913132220272,1.13305355242937,1.67103740840725,0.630508474576271,1.78155840329945,1.82467806971904
"17089_Napoli_Roma",2016-10-15,"win2","Napoli","Roma",4.5,1.2535947182956,1.14989708909144,1.02103731145806,0.567114093959732,1.07620079451065,1.80818952534327
"17089_Pescara_Sampdoria",2016-10-15,"tie","Pescara","Sampdoria",0.857142857142857,1.2495439765247,1.15946227836366,0.882673447148565,0.397959183673469,1.75897435897436,1.806336
"17090_Chievo Verona_Milan",2016-10-16,"win2","Chievo Verona","Milan",3.33333333333333,1.24340873634945,1.15362731152205,0.889021124665278,2.47474747474747,0.886734693877551,1.79016951966136
"17090_Fiorentina_Atalanta",2016-10-16,"tie","Fiorentina","Atalanta",1,1.22993998241523,1.14760809825585,1.1907180385289,0.536585365853659,1.68946474086661,1.79016951966136
"17090_Genoa_Empoli",2016-10-16,"tie","Genoa","Empoli",1.33333333333333,1.23074298711145,1.14978949700864,1.25222982783655,18,1.46296296296296,1.79016951966136
"17090_Inter Milan_Cagliari",2016-10-16,"win2","Inter Milan","Cagliari",6,1.2310830720411,1.1506917268368,1.29404399928456,0.866141732283465,2.2632149307646,1.78129987256151
"17090_Lazio_Bologna",2016-10-16,"tie","Lazio","Bologna",5,1.23126067899859,1.16035683202785,1.28819574150168,0.230769230769231,2.86163522012579,1.7795349091534
"17090_Sassuolo_Crotone",2016-10-16,"win1","Sassuolo","Crotone",2.7,1.24677906206287,1.18495923986395,1.32055447260126,1.27368421052632,1.48808379780896,1.78304136565402
"17091_Palermo_Torino",2016-10-17,"win2","Palermo","Torino",0,1.26357267950963,1.20584137191854,0.743130595862921,0.402061855670103,1.65811965811966,1.7604252434695
"17096_Milan_Juventus",2016-10-22,"win1","Milan","Juventus",1.07142857142857,1.2468867857397,1.20440384412293,0.798625669694852,0.518324607329843,1.11912721521262,1.76562206793019
"17096_Sampdoria_Genoa",2016-10-22,"win1","Sampdoria","Genoa",1,1.24132464329752,1.19134100015611,0.92921686746988,1.84615384615385,1.14095744680851,1.76910781860352
"17097_Atalanta_Inter Milan",2016-10-23,"win1","Atalanta","Inter Milan",1.02857142857143,1.24349700931979,1.19114099471334,0.809349992980486,1.7719298245614,0.795766187497411,1.77258339698065
"17097_Bologna_Sassuolo",2016-10-23,"tie","Bologna","Sassuolo",2.08333333333333,1.25462274911001,1.20373306059831,0.868476670460088,1.23809523809524,1.13997078870497,1.7708670835289
"17097_Cagliari_Fiorentina",2016-10-23,"win2","Cagliari","Fiorentina",2.7,1.25511530828714,1.20630096743149,0.84988864142539,1.17592592592593,1.04054384506285,1.75218015971132
"17097_Crotone_Napoli",2016-10-23,"win2","Crotone","Napoli",0.428571428571429,1.23923094834182,1.2003989030167,0.604263206672845,0.563218390804598,1.18968196415622,1.74381909880969
"17097_Empoli_Chievo Verona",2016-10-23,"tie","Empoli","Chievo Verona",0.357142857142857,1.22893999609095,1.193359375,0.831224350205198,0.016260162601626,0.514644351464435,1.74381909880969
"17097_Roma_Palermo",2016-10-23,"win1","Roma","Palermo",2.6,1.22561943319838,1.18870116667474,1.63081519419548,7.69230769230769,1.15266666666667,1.75740226949105
"17097_Torino_Lazio",2016-10-23,"tie","Torino","Lazio",2.1875,1.24215809284818,1.20105973025048,0.957471430637929,2.45,0.703729767769177,1.75410815220558
"17097_Udinese_Pescara",2016-10-23,"win1","Udinese","Pescara",0.78125,1.23741212236367,1.19691138037539,1.1022869022869,7.86486486486486,1.08564631245044,1.76257233560091
"17099_Genoa_Milan",2016-10-25,"win1","Genoa","Milan",1.16666666666667,1.24304424113297,1.19959582667544,0.859631296269415,0.55,0.977118119975263,1.77777777777778
"17100_Chievo Verona_Bologna",2016-10-26,"tie","Chievo Verona","Bologna",2.5,1.24924466593988,1.19760562724181,1.10054094385376,1.56687898089172,1.26445630081301,1.77608827654007
"17100_Fiorentina_Crotone",2016-10-26,"tie","Fiorentina","Crotone",1.83333333333333,1.25495785820526,1.20753402387477,1.47536732929991,1.15625,1.92854923889407,1.77440598569109
"17100_Inter Milan_Torino",2016-10-26,"win1","Inter Milan","Torino",1,1.26373964715662,1.22218112893532,1.05852918877938,1.13265306122449,2.47373788883223,1.77777777777778
"17100_Juventus_Sampdoria",2016-10-26,"win1","Juventus","Sampdoria",4.95,1.27584309169291,1.23705985106187,1.5234361076457,1.88888888888889,1.91984486102133,1.79124574311841
"17100_Lazio_Cagliari",2016-10-26,"win1","Lazio","Cagliari",3.75,1.29389231751436,1.2532173116556,1.22841472045294,0.2890625,2.39674969086734,1.80471342114632
"17100_Napoli_Empoli",2016-10-26,"win1","Napoli","Empoli",1.42857142857143,1.307585916594,1.26244569152788,1.56594323873122,42.5,1.53529411764706,1.814866500534
"17100_Pescara_Atalanta",2016-10-26,"win2","Pescara","Atalanta",0.875,1.32739861523244,1.28418918918919,0.798276735935124,0.194174757281553,1.54018691588785,1.80803728175173
"17100_Sassuolo_Roma",2016-10-26,"win2","Sassuolo","Roma",0.972222222222222,1.31877378686965,1.27776784117331,0.797476586888658,0.408026755852843,0.942622950819672,1.79279061285752
"17101_Palermo_Udinese",2016-10-27,"win2","Palermo","Udinese",0.444444444444444,1.29852483342547,1.26055689541767,0.860827611801818,0.135135135135135,1.74266211604096,1.77777777777778
"17103_Bologna_Fiorentina",2016-10-29,"win2","Bologna","Fiorentina",1.2,1.2870665175114,1.25544399530578,0.790443887332252,1.44036697247706,0.936842913053488,1.77117508049916
"17103_Juventus_Napoli",2016-10-29,"win1","Juventus","Napoli",2.57142857142857,1.2748249567707,1.24313775947847,1.12723684210526,1.07428571428571,1.56233294130226,1.77448101858385
"17104_Atalanta_Genoa",2016-10-30,"win1","Atalanta","Genoa",1.2,1.27169980648961,1.23555593234708,0.988985697846457,3.83018867924528,1.8439039408867,1.78934052960027
"17104_Crotone_Chievo Verona",2016-10-30,"win1","Crotone","Chievo Verona",0.666666666666667,1.27983825989961,1.23636210809448,0.79271186440678,0.40080971659919,1.3884028570221,1.79928129119754
"17104_Empoli_Roma",2016-10-30,"tie","Empoli","Roma",0.222222222222222,1.28232328827831,1.23396289208753,0.601490236382323,0.0166666666666667,0.277777777777778,1.79928129119754
"17104_Lazio_Sassuolo",2016-10-30,"win1","Lazio","Sassuolo",3.14285714285714,1.27259515191401,1.22014588968117,1.17057356608479,0.299212598425197,2.31214829526647,1.8025548696845
"17104_Milan_Pescara",2016-10-30,"win1","Milan","Pescara",2,1.27557150235125,1.22195141766187,1.46158854166667,2.63157894736842,1.17584905660377,1.80753086419753
"17104_Sampdoria_Inter Milan",2016-10-30,"win1","Sampdoria","Inter Milan",1.66666666666667,1.28183981396355,1.22747974688646,0.793909348441926,0.843478260869565,0.498926116838488,1.81251371742112
"17105_Cagliari_Palermo",2016-10-31,"win1","Cagliari","Palermo",1.92,1.27572368773075,1.21509898044194,1.23995535714286,3.2,1.02459016393443,1.81576870381063
"17105_Udinese_Torino",2016-10-31,"tie","Udinese","Torino",1,1.27685116328482,1.21417875157629,0.853017969589925,2.94949494949495,1.41636794264499,1.8123208828926
"17110_Napoli_Lazio",2016-11-05,"tie","Napoli","Lazio",1.35,1.27570547315921,1.2153149283455,1.09118065433855,4.17073170731707,0.708522241934424,1.81060769896194
"17110_Torino_Cagliari",2016-11-05,"win1","Torino","Cagliari",5.6,1.27988513248923,1.22291358792875,1.16756756756757,0.767441860465116,1.28610783156238,1.82869792105042
"17111_Chievo Verona_Juventus",2016-11-06,"win2","Chievo Verona","Juventus",1,1.29408406850026,1.22926017644328,0.68558537164569,1.28645833333333,0.879680723846298,1.8202794702031
"17111_Fiorentina_Sampdoria",2016-11-06,"tie","Fiorentina","Sampdoria",1.3,1.28233551287291,1.21908100281948,1.2261396011396,1.12,1.89246894409938,1.81856052533433
"17111_Genoa_Udinese",2016-11-06,"tie","Genoa","Udinese",2.52,1.28347235250868,1.2223441283293,1.06081201931676,0.188552188552189,1.46923262548263,1.81684865013719
"17111_Inter Milan_Crotone",2016-11-06,"win1","Inter Milan","Crotone",3.5,1.28674656327106,1.2287421998346,1.46352109748493,0.969072164948454,1.64168278529981,1.8316097159598
"17111_Palermo_Milan",2016-11-06,"win2","Palermo","Milan",0.277777777777778,1.3008669430833,1.24191311518423,0.665874312880701,0.405940594059406,1.17305458768873,1.82323510133366
"17111_Pescara_Empoli",2016-11-06,"win2","Pescara","Empoli",0.444444444444444,1.29693453196205,1.24262979389512,0.992878722485973,8.2,1.5609756097561,1.79704894083272
"17111_Roma_Bologna",2016-11-06,"win1","Roma","Bologna",6.23333333333333,1.2857422256992,1.2442386150623,1.48873615883925,1.90506329113924,1.74754957594767,1.81157048940833
"17111_Sassuolo_Atalanta",2016-11-06,"win2","Sassuolo","Atalanta",1.06666666666667,1.30121506682868,1.25636542454377,0.976657480953153,0.594202898550725,1.29937606352808,1.79214360041623
"17124_Chievo Verona_Cagliari",2016-11-19,"win1","Chievo Verona","Cagliari",2.81481481481481,1.28924411637828,1.25355416035217,1.07763744427935,1.90769230769231,1.07882414151925,1.79694505466271
"17124_Juventus_Pescara",2016-11-19,"win1","Juventus","Pescara",5.1,1.29217478462163,1.25441898820408,1.92963557185423,4.84615384615385,1.30817610062893,1.81138795750312
"17124_Udinese_Napoli",2016-11-19,"win2","Udinese","Napoli",0.909090909090909,1.3027193919962,1.25928167159079,0.730206428011497,1.66477272727273,1.34853242320819,1.80326530612245
"17125_Atalanta_Roma",2016-11-20,"win1","Atalanta","Roma",1.22222222222222,1.2920362288235,1.24964783772362,0.809729455099708,0.677740863787375,1.16809640522876,1.80641266391502
"17125_Bologna_Palermo",2016-11-20,"win1","Bologna","Palermo",1.66666666666667,1.29453201283303,1.25122877958657,1.1511498102255,3.85365853658537,0.937525520620662,1.81434189030027
"17125_Crotone_Torino",2016-11-20,"win2","Crotone","Torino",0.66,1.29517961030566,1.2464686331533,0.708734939759036,1,1.23853211009174,1.80149703234244
"17125_Empoli_Fiorentina",2016-11-20,"win2","Empoli","Fiorentina",0.222222222222222,1.29130902515507,1.24822134387352,0.715374468708779,0.0545454545454545,0.219560878243513,1.77621317694902
"17125_Lazio_Genoa",2016-11-20,"win1","Lazio","Genoa",3.6,1.26956697149005,1.23451118167691,1.18563480020233,0.722222222222222,3.23076923076923,1.78403204833195
"17125_Milan_Inter Milan",2016-11-20,"tie","Milan","Inter Milan",1.83333333333333,1.27414046168216,1.23560156799678,0.944187351002664,0.435344827586207,1.55971152670823,1.78089258712861
"17125_Sampdoria_Sassuolo",2016-11-20,"win1","Sampdoria","Sassuolo",1.95,1.26426268342436,1.22315114665257,0.977632484514797,0.765625,0.83265306122449,1.78243469203147
"17131_Empoli_Milan",2016-11-26,"win2","Empoli","Milan",0.211538461538462,1.26825293350717,1.2275246810325,0.691428571428571,0.0686274509803922,0.195589645254075,1.76240579823326
"17131_Torino_Chievo Verona",2016-11-26,"win1","Torino","Chievo Verona",4.85714285714286,1.26003856867367,1.22855190812376,1.14558267445858,0.403225806451613,1.62912133891213,1.76549610277655
"17132_Bologna_Atalanta",2016-11-27,"win2","Bologna","Atalanta",1.44642857142857,1.2593411734683,1.225238018396,0.799692544196772,0.764423076923077,1.36218337083838,1.75334126040428
"17132_Cagliari_Udinese",2016-11-27,"win1","Cagliari","Udinese",2.12121212121212,1.24974200206398,1.21938334453943,0.968213834206249,0.432885906040268,1.57116383472973,1.75642328349543
"17132_Crotone_Sampdoria",2016-11-27,"tie","Crotone","Sampdoria",1,1.24981203007519,1.21727408253243,0.811242192921582,1,1.45161290322581,1.75494207673504
"17132_Genoa_Juventus",2016-11-27,"win1","Genoa","Juventus",1.16666666666667,1.24537526153336,1.21166116611661,0.697059170898784,0.295336787564767,0.993056847064658,1.76256366048916
"17132_Palermo_Lazio",2016-11-27,"win2","Palermo","Lazio",0.194805194805195,1.24732771178269,1.20927341662005,0.627528646201726,1,0.788888888888889,1.75653265152937
"17132_Roma_Pescara",2016-11-27,"win1","Roma","Pescara",6.85714285714286,1.24086240211533,1.20389574422254,1.77114201048553,7.55,1.34699487692115,1.75811308227236
"17133_Inter Milan_Fiorentina",2016-11-28,"win1","Inter Milan","Fiorentina",1.12244897959184,1.24594360349102,1.2102031464793,1.01604052342761,2.11711711711712,0.87010078387458,1.7641983664214
"17133_Napoli_Sassuolo",2016-11-28,"tie","Napoli","Sassuolo",2.31111111111111,1.25555622236892,1.22175617762378,1.33600557685605,1.33333333333333,1.22222222222222,1.76271831339123
"17137_Napoli_Inter Milan",2016-12-02,"win1","Napoli","Inter Milan",1.925,1.25763522263174,1.22583479789104,1.02858303982661,0.742489270386266,1.45676536510558,1.7762689488385
"17138_Juventus_Atalanta",2016-12-03,"win1","Juventus","Atalanta",2.85714285714286,1.26532149369698,1.22826903995911,1.24605441154366,0.909090909090909,1.695,1.78380925021546
"17139_Fiorentina_Palermo",2016-12-04,"win1","Fiorentina","Palermo",1.23809523809524,1.27007673643304,1.23018415930529,1.59242355089,2.35416666666667,1.93620086437539,1.78681348255416
"17139_Lazio_Roma",2016-12-04,"win2","Lazio","Roma",2.35714285714286,1.27636206456176,1.23756493700364,0.923696867281945,0.132450331125828,2.00519630484988,1.77478110274734
"17139_Milan_Crotone",2016-12-04,"win1","Milan","Crotone",4.43181818181818,1.2702349359975,1.23577308252355,1.45245266781411,1.04081632653061,1.82330659536542,1.77777777777778
"17139_Pescara_Cagliari",2016-12-04,"tie","Pescara","Cagliari",1.02564102564103,1.27420074926723,1.23971610232145,0.835283194057567,0.320610687022901,1.28786482334869,1.77628416072311
"17139_Sampdoria_Torino",2016-12-04,"win1","Sampdoria","Torino",1.28571428571429,1.27878143133462,1.24763225444782,0.873453996983409,0.98019801980198,0.965055965055965,1.78525527858202
"17139_Sassuolo_Empoli",2016-12-04,"win1","Sassuolo","Empoli",1.125,1.28225293471347,1.24844447053299,1.28792912513843,20.6666666666667,2.00806451612903,1.79875432525952
"17140_Chievo Verona_Genoa",2016-12-05,"tie","Chievo Verona","Genoa",1.8,1.28616044911958,1.24552117263844,0.942397425583266,4.52727272727273,1.44250471272846,1.79875432525952
"17140_Udinese_Bologna",2016-12-05,"win1","Udinese","Bologna",2.36923076923077,1.28598727331792,1.24542347352566,1.09319849296054,1.84905660377358,1.51159842819115,1.80326530612245
"17145_Crotone_Pescara",2016-12-10,"win1","Crotone","Pescara",1.15384615384615,1.29184696620218,1.25141405979453,1.03166923246096,2.48780487804878,0.993939393939394,1.80622776001081
"17145_Sampdoria_Lazio",2016-12-10,"win2","Sampdoria","Lazio",1.26041666666667,1.29177407126611,1.24939738292011,0.844622655019333,2.32558139534884,0.505604395604396,1.79864878468921
"17146_Atalanta_Udinese",2016-12-11,"win2","Atalanta","Udinese",2.22857142857143,1.28380230135341,1.24241131120025,1.19244539921232,0.68561872909699,1.68367981666394,1.78518055044144
"17146_Bologna_Empoli",2016-12-11,"tie","Bologna","Empoli",3,1.28628904576527,1.25324417748059,1.12237525400768,22.8571428571429,2.4828125,1.78518055044144
"17146_Cagliari_Napoli",2016-12-11,"win2","Cagliari","Napoli",1.2,1.29097338544575,1.26040693890257,0.68636539204326,0.734463276836158,1.37501904036558,1.7558436536723
"17146_Inter Milan_Genoa",2016-12-11,"win1","Inter Milan","Genoa",3.37037037037037,1.26666301749776,1.24246392154678,1.16364511471202,4.21428571428571,1.54479418886199,1.764600965047
